00500,344,371,370,371,381,384,387,0.3413173652694611,0.34530938123752497,0.37924151696606784,0.46706586826347307,0.530938123752495,0.42115768463073855,0.3073852295409182,0.0,0.0,0.031936127744510975,0.031936127744510975,0.4091816367265469,0.0998003992015968,653.3852295409182,52.963691860465104,34.882156334231794,34.53097297297297,48.2086522911051,56.66842519685041,54.873645833333335,49.594909560723515
01000,703,745,745,766,780,779,782,0.4065934065934066,0.34065934065934067,0.3596403596403596,0.4075924075924076,0.4355644355644356,0.44955044955044954,0.43656343656343655,0.0,0.0,0.0919080919080919,0.015984015984015984,0.35664335664335667,0.10789210789210789,1611.7202797202797,51.82695590327171,33.596993288590596,33.435395973154364,48.71204960835508,57.90317948717947,52.95317073170731,51.65404092071612
02500,1720,1857,1855,1923,1929,1929,1955,0.4374250299880048,0.3978408636545382,0.3758496601359456,0.4934026389444222,0.41303478608556576,0.39344262295081966,0.39184326269492203,0.0,0.006397441023590564,0.061975209916033586,0.04438224710115954,0.3298680527788884,0.093562574970012,3555.0563774490206,54.43854651162791,36.52761443187941,36.37058221024261,52.11523660946437,60.72326075686881,58.115406946604395,55.61237340153453
05000,3553,3726,3741,3933,3954,3951,4024,0.464,0.3296,0.378,0.4906,0.458,0.4086,0.4608,0.0,0.0,0.068,0.065,0.3886,0.099,5131.98,53.10871094849426,35.40600912506718,35.13227211975411,50.78263157894733,60.96601669195748,57.11575044292576,55.398421968190924
00100,69,64,64,71,75,70,76,1.25,0.77,0.47,0.93,0.15,0.63,1.86,0.0,0.0,0.0,0.0,0.77,0.0,321.58,54.315507246376804,43.61125000000001,43.602812500000006,50.90690140845071,66.48173333333335,66.75614285714285,58.152105263157885
00500,369,377,377,387,385,394,397,0.4721115537848606,0.5278884462151394,0.40239043824701193,0.5278884462151394,0.48804780876494025,0.4442231075697211,0.4641434262948207,0.0,0.0,0.061752988047808766,0.0,0.7171314741035857,0.15338645418326693,1000.3187250996016,48.42013550135502,34.55721485411142,34.55607427055703,49.073643410852725,59.598701298701286,53.558604060913716,52.23979848866498
01000,718,754,755,766,783,791,790,0.45209580838323354,0.3083832335329341,0.3273453093812375,0.3253493013972056,0.3712574850299401,0.38822355289421157,0.5818363273453094,0.0,0.0,0.09481037924151696,0.03093812375249501,0.28043912175648705,0.06287425149700598,1540.5928143712574,54.858537604456814,35.8606896551724,35.64196026490067,52.68630548302873,63.74214559386976,59.99474083438683,57.261164556962036
02500,1763,1792,1785,1899,1958,1934,1937,0.4696,0.2792,0.3808,0.4624,0.3688,0.418,0.3788,0.0,0.0,0.0556,0.0504,0.3996,0.0944,3597.02,51.36118547929663,34.950044642857144,34.74282352941175,50.68408109531327,56.49308478038807,55.11730610134431,54.0372947857512
05000,3437,3664,3675,3763,3818,3841,3815,0.4357385568658805,0.3312012792324605,0.3795722566460124,0.4331401159304417,0.47911253248051167,0.4127523485908455,0.4427343593843694,0.0,0.0,0.08075154907055766,0.04977013791724965,0.37837297621427146,0.10313811712972216,4732.4201479112535,54.0695955775385,36.026350982532755,35.94247074829934,51.789612011692924,62.508339444735526,57.078885706847196,55.996820445609394
00100,77,83,83,72,80,80,88,0.48,0.0,0.46,0.64,0.0,0.46,0.15,0.0,0.0,0.0,0.0,0.31,0.0,357.34,50.77519480519479,39.30060240963855,39.30060240963856,75.36916666666667,81.59212500000001,64.330375,64.00965909090908
00500,336,369,368,354,355,361,372,0.19,0.37,0.404,0.492,0.248,0.348,0.4,0.0,0.0,0.094,0.064,0.314,0.092,853.048,53.662738095238105,37.16653116531165,37.09673913043478,52.319576271186435,60.5305915492958,55.90240997229917,55.42669354838709
01000,708,737,735,755,778,754,783,0.26573426573426573,0.23376623376623376,0.37162837162837165,0.35664335664335667,0.46853146853146854,0.37662337662337664,0.3096903096903097,0.0,0.0,0.04595404595404595,0.001998001998001998,0.43756243756243757,0.04795204795204795,2286.918081918082,51.5383474576271,35.17421981004069,35.09888435374146,52.595589403973506,59.99478149100258,58.02046419098144,55.22314176245205
02500,1725,1821,1821,1890,1934,1935,1953,0.4032,0.2788,0.3636,0.4528,0.4304,0.4168,0.4416,0.0,0.0,0.056,0.0508,0.4296,0.106,3234.574,53.78563478260866,35.04113124656782,34.848149368478886,52.041439153439214,61.284994829369175,56.759173126615025,54.83976446492578
05000,3466,3630,3631,3798,3828,3883,3911,0.4243151369726055,0.3205358928214357,0.3609278144371126,0.4347130573885223,0.4247150569886023,0.4667066586682663,0.4589082183563287,0.0,0.0,0.04939012197560488,0.036392721455708855,0.42071585682863427,0.07778444311137772,4211.066986602679,55.23433352567809,36.25953168044075,36.10111539520793,51.59031068983675,62.14086468129573,58.74795003862994,56.034318588596314
